,href,点赞用户数,评分,参与评分人数,热度,总计评论数,演员,信息,剧情
40,http://www.iqiyi.com/v_19rriful2y.html,1.8万,8.7,145.4万人评分,2525,全部评论(4634),甄子丹饰 陈子龙;景甜饰 方静;张涵予饰 刀锋,特殊身份;导演： 霍耀良;地区： 华语;类型： 动作;首映： 2013,简介：身怀绝技、出手不凡的陈子龙是潜伏黑道多年的卧底，作为老大长毛雄的左膀右臂，他的身心承受巨大压力，加上老大已对他升起疑心，威胁子龙妈妈的性命，他急切希望复职，退出黑道。这一次，雄哥派子龙前往内地查探组织成员Sunny罗志伟的虚实。Sunny出身美国唐人街，早年曾跟子龙混迹江湖，但逐渐做大的他暗中黑了雄哥的货。另一方面，子龙的上司张Sir以复职为交换，同样命子龙调查Sunny。谁知内地之行...收起>
41,http://www.iqiyi.com/v_19rrc14898.html,1.4万,8.7,190.3万人评分,2293,全部评论(4995),张晋饰 张天志;戴夫巴蒂斯塔饰 戴维逊;杨紫琼饰 曹雁君;柳岩饰 茱莉亚;托尼·贾饰 杀手,叶问外传：张天志;导演： 袁和平;地区： 香港地区;类型： 犯罪;首映： 2018,简介：作为《叶问》系列影片，电影《叶问外传：张天志》延续了《叶问3》的故事，讲述了同为咏春传人的张天志在比武惜败叶问后，决意放下功夫、远离江湖纷争，但面对接踵而至的连番挑衅，面对家国大义遭受的恶意侵犯，决定重拾咏春惩戒毒贩、“以武之道”捍卫民族道义尊严的故事。收起>
42,http://www.iqiyi.com/v_19rr7p0tvk.html,5.1万,8.1,49.9万人评分,2444,全部评论(3942),瑞安·雷诺兹饰 韦德 / 死侍;乔什·布洛林饰 电索;莎姬·贝兹饰 多米诺,死侍2：我爱我家;导演： 大卫·里奇;地区： 美国;类型： 动作;首映： 2019,简介：拥有不死之身的死侍韦德·威尔森继续在惩恶扬善、毒舌嘴贱的路上绝命狂奔，与此同时他和女友瓦内莎的爱情逐渐升华，两人全新期待新生命的到来。谁知命运难测，因瓦内莎意外身亡，韦德万念俱灰，绝望地渴求生命的终结。在他最失落的时候，钢力士和少年弹头等将他领走，成为X战警中的一员。在某次行动中，死侍因袒护暴走的14岁变种人拉塞尔而随同对方被关入冰盒监狱。没过多久，来自未来的电索闯入监...收起>
43,http://www.iqiyi.com/v_19rrn70w8c.html,3.3万,7.8,28.6万人评分,2276,全部评论(2826),黛安·莲恩饰 Connie Sumner;理查·基尔饰 Ed Sumner;奥利维·马丁内兹饰 Paul Martel;米歇尔·莫娜汉饰 Lindsay;凯特·伯顿饰 Tracy,不忠;导演： 阿德里安·莱恩;地区： 美国;类型： 惊悚;首映： 2002,简介：爱德华与妻子康妮是令人艳羡的一对，他们有一个8岁的儿子。他们结婚已有11年，日子过得平平淡淡却十分美满幸福。可是生活的一成不变使康妮开始有些厌倦了。正在此时，她邂逅了神秘男子，更一发不可收拾的爱上了这名陌生人。面对丈夫，康妮不得不一而再再而三的向丈夫撒谎，不知不觉间，她已陷身于危险之中。爱德华还是发现了妻子的异样，当他知道了妻子果真有越轨行为的时候，他疯狂得要知道妻子对...收起>
44,http://www.iqiyi.com/v_19rr7qfg94.html,2.4万,8.6,60.8万人评分,2488,全部评论(859),洪金宝饰 童明辛;袁和平饰 任人熙,东方秃鹰;导演： 洪金宝;地区： 香港地区;类型： 动作;首映： 1987,简介：越战硝烟散尽，但是战争的影响并未消失，为了摧毁军队留在越南的大批飞弹，美军挑选了十名包括杀人犯童明辛、走私犯任人熙等在内的华裔犯人，组成一支特种小队，委托林上校领导。同时，特种小队兼负联络滞留越南的美军上校之兄杨龙的使命。此次任务代号为“东方秃鹰“在特种小队空降越南之时，任务负责人意外身亡，导致任务取消。幸有三名柬埔寨游击队员在当地协助，林上校决定将任务完成，特种小队...收起>
45,http://www.iqiyi.com/v_19rrc9drvg.html,1.3万,8.1,74.7万人评分,1311,全部评论(5766),李炳渊饰 路阳;大卫·贝利饰 大卫·贝利;李炳雷饰 雷哥;黄译萱饰 娜娜,玩命;导演： 李炳渊;地区： 华语;类型： 动作;首映： 2018,简介：身怀绝技的路阳（李炳渊饰）从事着玩命替身工作，为了自己远大理想不懈奋斗，玩命打拼。而残酷现实不仅将他打入谷底，更卷入一场跨国盗卖珠宝文物大案中，遭遇连环追杀。不服输的路阳开始绝地反击！他挑战黑拳高手（王洪祥饰）、对决跑酷大神（大卫·贝尔饰）、连灭各路强敌、单挑跨国盗窃组织……他要用自己的拳头暴击邪恶、赢得尊严。不想被命运玩弄，就必须玩命出击！收起>
46,http://www.iqiyi.com/v_19rrf2nw1g.html,7.0万,8.8,587.9万人评分,3011,全部评论(1.6万),沈腾饰 王多鱼;宋芸桦饰 夏竹;张一鸣饰 庄强,西虹市首富;导演： 闫非 / 彭大魔;地区： 华语;类型： 喜剧;首映： 2018,简介：西虹市丙级球队大翔队的守门员王多鱼因比赛失利被教练开除，一筹莫展之际王多鱼突然收到神秘人士金老板的邀请，被告知自己竟然是保险大亨王老太爷的唯一继承人，遗产高达百亿！但是王老太爷给出了一个非常奇葩的条件，那就是要求王多鱼在一个月内花光十亿，还不能告诉身边人，否则失去继承权。王多鱼毫不犹豫签下了“军令状”，与好友庄强以及财务夏竹一起开启了“挥金之旅”，即将成为西虹市首富的...收起>
47,http://www.iqiyi.com/v_19rrk03eu4.html,6716,9.0,31.3万人评分,2052,全部评论(799),彭于晏饰 阿信;柯宇纶饰 菜脯;林辰唏饰 接线员599,翻滚吧阿信;导演： 林育贤;地区： 华语;类型： 犯罪;首映： 2011,简介：从小拥有优异的运动天份的阿信，在偶然的机缘下深深地被体操吸引，逐步踏进了体操的世界，不过在母亲的反对下，阿信黯然退出。现实的残酷让他不幸误入歧途，在充满暴力的荒唐岁月中迷失自我，直到他决心重新追寻梦想，在朋友与家人的鼓励之下，阿信抓紧人生最后一次翻身的机会，朝跳马台飞奔而去，翻上天际。收起>
48,http://www.iqiyi.com/v_19rrmx9p10.html,1.0万,8.5,14.4万人评分,2467,全部评论(424),潘长江;郭达;刘小微,举起手来2追击阿多丸;导演： 冯小宁;地区： 华语;首映： 2010,简介：1945年，第二次世界大战接近尾声，轴心国已成强弩之末，败局已定。许多战争中被俘虏的日本士兵经过改造后，陆续踏上回国的旅途，这其中便包括罗圈腿中村下等兵。然而，即使在这垂死关头，帝国主义的贪婪仍旧没有收敛。轮椅太君伤愈出院，亲自负责指挥战舰阿多丸运送伤兵回国的重任，但是阿多丸还有一个秘密任务，那就是将从中国劫掠来的文物偷运出境。这个秘密被小刘的父亲——一个文物老专家所得知...收起>
49,http://www.iqiyi.com/v_19rrmwey0s.html,1.6万,6.5,8.1万人评分,2415,全部评论(1895),李乃文;颜丙燕饰 He Sizhu;焦刚饰 Chen Mo,重来;导演： 王超;地区： 华语;类型： 爱情;首映： 2011,简介：一次事故，一场人生的急转弯，让一个妻子和他的丈夫，深切地爱了两次……让医生李询万万想不到的是，这天上午上班碰到的第一个手术，就是自己的妻子徐春和一个陌生男人在一辆车里的车祸，在救治过程中更让李询震惊的是那名叫陈默的陌生男子是妻子的情人，他忍住心疼，和自己的同事、也是徐春前男友的钱程一起将徐春和陈默的生命从手术台上抢救下来，但徐春却因头部伤势过重而失忆。要不要去恢复徐...收起>
50,http://www.iqiyi.com/v_19rr7r6lzw.html,1.9万,8.9,106万人评分,2269,全部评论(4003),李连杰饰 许正阳,中南海保镖;导演： 元奎;地区： 香港地区;类型： 枪战;首映： 1994,简介：香港地区一起杀人案的唯一目击证人Michelle正被杀手追杀，因为其未婚夫是与大陆高层关系密切的富商，身手不凡的中国特警许正阳便被中央委派去香港保护Michelle。两人初接触时互看两生厌，但慢慢都发现了对方的优点并产生了感情，然而因为身份和工作性质，许正阳尽量将感情压抑，却免不了在刻意回避时患得患失，就在两人感觉无从择决时，一个异常危险的杀手悄悄靠近了他们。收起>
51,http://www.iqiyi.com/v_19rv29br7g.html,5200,7.3,4.7万人评分,2063,全部评论(483),张璐瑶饰 压北疆;白那日苏饰 徐文升,血战迷魂岭;导演： 高力强;地区： 华语;类型： 枪战;首映： 2019,简介：电影《血战迷魂岭》讲述号称“八面枪”的徐文升在剿灭关东第一艳匪压北疆的过程中，看到了县衙鱼肉乡里欺压百姓，真正的土匪却是在除暴安良、杀富济贫。姿色出众，武艺高强的压北疆经过与徐文升几次冲突较量后，暗生情愫，最终两人联手为民除害，肃清了地方流毒。收起>
52,http://www.iqiyi.com/v_19rrho7miw.html,3.1万,8.9,51.2万人评分,2327,全部评论(4394),元斌饰 泰锡;金赛纶饰 小米;坦纳永·王特拉库,孤胆特工;导演： 李桢凡;地区： 韩国;类型： 惊悚;首映： 2010,简介：住在小女孩小米隔壁的当铺大叔除过生意之外和邻居们从不来往，颓废的造型以及沉默的性格让人们对于他的身份有诸多怀疑。天真的小米从不理会这些传言，时常造访这位神秘邻居竟然使他俩慢慢的成为朋友。小米的妈妈牵连到黑帮的毒品抢夺之中，最终使自己和小米陷入危险之中。目睹小米和妈妈被人绑架的当铺大叔为了救出小米和妈妈，开始和黑道展开斗争。此时，警方也在着手调查这起案件，当铺大叔元泰锡...收起>
53,http://www.iqiyi.com/v_19rsi5tllg.html,2.3万,7.8,115万人评分,2637,全部评论(6526),陈虎饰 龙飞;托尼·贾饰 帕于;卢靖姗饰 田小娴,三重威胁之跨国大营救;导演： 杰西·约翰逊;地区： 香港地区;类型： 枪战;首映： 2019,简介：某东南亚小国，龙飞（陈虎饰）和帕于（托尼贾饰）为了谋生，参加了一项秘密的“人道主义救援”任务，没想到他们救下的却是臭名昭著的犯罪分子柯林斯（斯科特·阿金斯饰）俩人还差点为此送命。密谋报仇的二人在地下拳赛中碰到了武艺高强的扎卡（伊科·乌艾斯），扎卡的妻子在这次行动中无辜殒命，三人把酒言欢，没想到第二天扎卡就把他们送到了警察局。中国富商的女儿田小娴（卢靖姗饰）因做慈善触动了...收起>
54,http://www.iqiyi.com/v_19rr7q6pu4.html,3068,8.0,6.2万人评分,2118,全部评论(281),三瓶由布子饰 漩涡博人;菊池心饰 宇智波佐良娜;竹内顺子饰 漩涡鸣人;早见沙织饰 漩涡向日葵;杉山纪彰饰 宇智波佐助,火影忍者剧场版：博人传;导演： 山下宏幸;地区： 日本;类型： 动画;首映： 2015,简介：漩涡博人虽然是七代火影漩涡鸣人的儿子，但是他并不以父亲为荣，父子间充满了误会。博人为了打败父亲，准备拜师宇智波佐助，与此同时，博人与佐助的女儿佐良娜、三月组成了小队，共同参加下影的考试。下影考试开始，博人求胜心切，不料考试途中，神秘反派大筒木桃式、金式发动了突然袭击，鸣人为了保护木叶村陷入了危机。博人开始重新认识这个父亲，和佐助、我爱罗等父亲的老朋友开始了拯救鸣人的战...收起>
55,http://www.iqiyi.com/v_19rrl56nno.html,3.8万,7.3,32万人评分,2226,全部评论(1514),莎朗·斯通饰 Carly Norris;威廉·鲍德温饰 Zeke Hawkins;汤姆·贝伦杰饰 Jack Landsford;Polly Walker饰 Vida Warren;考林·加普饰 Judy Marks,偷窥;导演： 菲利普·诺伊斯;地区： 美国;类型： 惊悚;首映： 1993,简介：刚刚经历了一段失败感情的卡莉决定换一个生活环境开始新的生活，于是，她入住了“碎片”大厦。果不其然，没过多久，卡莉就在此处结识了两个风流倜傥的男人杰克和泽克，通过这两个男人之口，卡莉发现了一个惊人的秘密，自己租住的房子的原房客系自杀身亡，而熟知此事的邻居也在不久之后于建筑内被害。在和泽克深入交往之后，卡莉发现他竟然就是这幢公寓的主人，而在公寓的角角落落里，布满了泽克设置...收起>
56,http://www.iqiyi.com/v_19rrk3qn14.html,9277,9.0,34.5万人评分,2425,全部评论(2344),米拉·乔沃维奇饰 Alice;西耶娜·盖尔利饰 Jill Valentine;奥德·菲尔饰 Carlos Olivera,生化危机2：启示录;导演： 亚历山大·维特;地区： 美国;类型： 动作;首映： 2004,简介：T病毒在蜂巢中肆虐并很快打破了地面上浣熊市的平静，丧尸开始在人群中出现，安布雷拉公司将整个城市封锁，计划使用核武器摧毁城市以掩盖病毒外泄的事实。被安布雷拉注射T病毒使身体能力远超常人的爱丽丝由昏睡中醒来，她在混乱的浣熊市与防卫队员瓦伦汀记者泰莉等人组成队伍，试图找到脱身之法。另一方面，安布雷拉公司的科学家艾肯佛博士为搭救被公司抛弃在城中的女儿安琪拉，以提供逃生方式为代价...收起>
57,http://www.iqiyi.com/v_19rr7r6gls.html,5.7万,8.8,161.1万人评分,3531,全部评论(5573),林正英饰 九叔;许冠英饰 文才;钱小豪饰 秋生,僵尸先生;导演： 刘观伟;地区： 香港地区;类型： 惊悚;首映： 1985,简介：富贵乡绅任发先父当年威逼利诱求得一块风水宝地，经风水先生指点，其父下葬二十年后起坟迁葬，以利子孙。然九叔察看墓穴得知，当年风水先生与任家私怨在身，在墓穴中做下手脚，二十年后任老太爷尸体已生恶变。九叔提议就地火化，在任老爷请求下才将尸骨移往义庄。虽经小心看护，但任老太爷仍化作僵尸，将其子任发杀害。九叔断定任老太爷和任发的僵尸将再次出现，于是命令徒弟秋生和文才小心应付……收起>
58,http://www.iqiyi.com/v_19rrjaia6o.html,1612,8.5,13.8万人评分,1592,全部评论(1217),童话饰 墩子;孙来燕饰 眼镜;赵珺瑶饰 妞儿;罗立言饰 朱大嘴;罗迎春饰 眼睛爸,玩大的;导演： 罗立言;地区： 华语;类型： 喜剧;首映： 2011,简介：墩子、眼镜是非常要好的同学。在一起玩耍的少年时代，他们结下了深厚的友谊。两个孩子都喜欢玩游戏，从红白机到FC，游戏机伴随他们成长，眼镜技术高超，在拳皇97里罕逢对手，几个坏学生输给眼镜不服气，墩子为了保护眼镜，双方大打出手。收起>
59,http://www.iqiyi.com/v_19rrgz4do4.html,5.4万,8.9,98.3万人评分,2694,全部评论(3990),李政宰饰 李子民;崔岷植饰 姜科长;黄政民饰 郑青;宋智孝饰 信雨;朴成雄饰 李仲久,新世界;导演： 朴勋政;地区： 韩国;类型： 惊悚;首映： 2013,简介：金门集团会长、暴力组织在虎派大佬石东出遭遇车祸身亡，该事件在黑白两道引起不小震荡。为了遏制金门集团进一步向合法领域渗透并持续壮大，警方及时提出“新世界计划”，旨在干预金门集团继任大佬的选举。而围绕会长头衔，金门旗下三号人物华侨出身的丁青和四号人物常务理事李仲久展开一连串明争暗斗。在危机四伏的当下，警方姜科长命令卧底十年之久的李子成左右选举结果。早已厌倦黑道生活的子成无...收起>
